,序号,区县,名   称,方向,相交道路,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
325,326,大兴,采辛路与采万路交口,南向北,采辛路,采万路,,,,,,,
326,327,大兴,采辛路与采凤路交口,南向北,采辛路,采凤路,,,,,,,
327,328,大兴,采辛路与采凤路交口,北向南,采辛路,采凤路,,,,,,,
328,329,大兴,采凤路与育林街丁字路口,东向西,采凤路,育林街,,,,,,,
329,330,大兴,采凤路与育林街丁字路口,北向南,采凤路,育林街,,,,,,,
330,331,大兴,采凤路与育林街丁字路口,南向北,采凤路,育林街,,,,,,,
331,332,大兴,福源路与育林街交口,东向西,福源路,育林街,,,,,,,
332,333,大兴,福源路与育林街交口,北向南,福源路,育林街,,,,,,,
333,334,大兴,福源路与采辛路交口,东向西,福源路,采辛路,,,,,,,
334,335,大兴,青采路与青老路路口,南向北,青采路,青老路,,,,,,,
335,336,大兴,青采路与青老路路口,东向西,青采路,青老路,,,,,,,
336,337,大兴,104国道牙鲁谷热带植物园口,东向西,104国道,,,,,,,,
337,338,大兴,104国道牙鲁谷热带植物园口,西向东,104国道,,,,,,,,
338,339,大兴,青采路与赵县营村口,西向东,青采路,赵县营村,,,,,,,
339,340,大兴,马朱路长子营开发区口,南向北,马朱路,长子营开发区,,,,,,,
340,341,大兴,朱大路与靳北路交口,南向北,朱大路,靳北路,,,,,,,
341,342,大兴,朱大路与靳北路交口,西向东,朱大路,靳北路,,,,,,,
342,343,大兴,安采路朱大路口,东向西,安采路,朱大路,,,,,,,
343,344,大兴,留民营路与长留北路交口,东向西,留民营路,长留北路,,,,,,,
344,345,大兴,留民营路与长留北路交口,南向北,留民营路,长留北路,,,,,,,
345,346,大兴,留民营路与开元街交口,西向东,留民营路,开元街,,,,,,,
346,347,大兴,采伟路与育英街交口,东向西,采伟路,育英街,,,,,,,
347,348,大兴,孙垡路与中水渠交口,东向西,中水渠,孙发路,,,,,,,
348,349,大兴,兴业大街与康庄路交口,北向南,兴业路,康庄路,,,,,,,
349,350,大兴,兴丰大街与丽园路交口,东向西,兴丰大街,丽园路,,,,,,,
350,351,大兴,魏善庄小学门口,西向东,黄徐路,,,,,,,,
351,352,大兴,魏善庄小学门口,东向西,黄徐路,,,,,,,,
352,353,大兴,南西路同华路口,东向西,同华路,南西路,,,,,,,
353,354,大兴,南西路同华路口,西向东,同华路,南西路,,,,,,,
354,355,大兴,南中轴路与魏新大街路口,南向北,南中轴路,魏新大街,,,,,,,
355,356,大兴,南大红门桥,东向西,京福路,黄马路,,,,,,,
356,357,大兴,磁各庄路口,西向东,南中轴路,黄马路,,,,,,,
357,358,大兴,魏永路与青吴路交口,西向东,青吴路,魏永路,,,,,,,
358,359,大兴,魏永路与青吴路交口,东向西,青吴路,魏永路,,,,,,,
359,360,大兴,魏永路与青吴路交口,北向南,青吴路,魏永路,,,,,,,
360,361,大兴,南中轴路与刘岳路交口,北向南,南中轴路,刘岳路,,,,,,,
361,362,大兴,庞安路与四李路交口,东向西,四李路,庞安路,,,,,,,
362,363,大兴,104国道与石鲍路交口,东向西,石鲍路,104国道,,,,,,,
363,364,大兴,青礼路与后堡路交口,西向东,青礼路,后堡路,,,,,,,
364,365,大兴,安采路与朱大路交口,西向东,朱大路,安采路,,,,,,,
365,366,大兴,孙垡路与中水渠路交口,西向东,中水渠路,孙垡路,,,,,,,
366,367,大兴,孙垡路与创业大街交口,西向东,创业大街,孙垡路,,,,,,,
367,368,大兴,孙垡路与赵大路交口,东向西,赵大路,孙垡路,,,,,,,
368,369,大兴,青采路与青云北街交口,西向东,青云北街,青采路,,,,,,,
369,370,大兴,青采路与沁水路口交口,东向西,沁水路,青采路,,,,,,,
370,371,大兴,庞安路与东宋路交口,西向东,东宋路,庞安路,,,,,,,
371,372,大兴,东大路与西刘路交口,南向北,东大路,西刘路,,,,,,,
372,373,大兴,黄村大街与兴业大街交口,西向东,兴业大街,黄村大街,,,,,,,
373,374,大兴,兴和街与康庄路交口,北向南,兴和街,康庄路,,,,,,,
374,375,大兴,清源西路与西永路交口,北向南,西永路,清源西路,,,,,,,
375,376,大兴,黄徐路与辛店路交口,北向南,黄徐路,辛店路,,,,,,,
376,377,大兴,东马路三台山路口,全方位,三台山路,东马路,,,,,,,
377,378,大兴,东渠路集贤桥路口,全方位,集贤桥路口,东渠路,,,,,,,
378,379,大兴,东渠路旧忠路口,全方位,旧忠路口,东渠路,,,,,,,
379,380,大兴,东渠路凉水河路口路北侧,全方位,凉水河路口,东渠路,,,,,,,
380,381,大兴,东渠路万德街口,全方位,万德街口,东渠路,,,,,,,
381,382,大兴,宏福路地铁西红门站,全方位,西红门地铁站东300米,宏福路,,,,,,,
382,383,大兴,宏福路兴海北街,全方位,兴海北街,宏福路,,,,,,,
383,384,大兴,宏福路欣和街路口东北角,全方位,欣和街,宏福路,,,,,,,
384,385,大兴,宏福路欣旺路口,全方位,欣旺路,宏福路,,,,,,,
385,386,大兴,宏福西路与欣美街,全方位,欣美街,宏福西路,,,,,,,
386,387,大兴,宏康路丁字路口（与欣雅街交口）,全方位,欣雅街,宏福路,,,,,,,
387,388,大兴,宏业路与欣美街路口,全方位,欣美街,宏业路,,,,,,,
388,389,大兴,黄鹅路芦城老政府路口,全方位,黄鹅路,黄鹅路,,,,,,,
389,390,大兴,黄马路K1＋200m处,全方位,黄马路,,,,,,,,
390,391,大兴,黄马路K1＋400m处,全方位,黄马路,,,,,,,,
391,392,大兴,黄前路看守所,全方位,黄前路,,,,,,,,
392,393,大兴,黄亦路广平大街,全方位,广平大街路口,黄亦路,,,,,,,
393,394,大兴,黄亦路广阳大街口,全方位,广阳大街路口,黄亦路,,,,,,,
394,395,大兴,黄亦路金星路口,全方位,金星路口,黄亦路,,,,,,,
395,396,大兴,黄亦路警官大学,全方位,黄亦路,,,,,,,,
396,397,大兴,黄亦路西三路,全方位,西三路,黄亦路,,,,,,,
397,398,大兴,黄亦路饮鹿池桥,全方位,饮鹿池桥,黄亦路,,,,,,,
398,399,大兴,黄亦路与广茂大街路口,全方位,广茂大街路口,黄亦路,,,,,,,
399,400,大兴,京开东辅路观音巷口,全方位,京开东辅,观音巷口,,,,,,,
400,401,大兴,京开东辅路黄村东大街,全方位,京开东辅,黄村东大街,,,,,,,
401,402,大兴,京开东辅路黄亦路口,全方位,京开东辅,黄亦路口,,,,,,,
402,403,大兴,京开东辅路西红门桥,全方位,京开东辅,西红门桥,,,,,,,
403,404,大兴,京开东辅路兴亦路口,全方位,京开东辅,兴亦路口,,,,,,,
404,405,大兴,京开路大兴桥,全方位,黄马路,大兴桥,,,,,,,
405,406,大兴,京开西辅路大兴桥,全方位,京开西辅路,大兴桥,,,,,,,
406,407,大兴,京开西辅路康庄路口,全方位,京开西辅路,康庄路口,,,,,,,
407,408,大兴,京开西辅路西红门桥路口,全方位,京开西辅路,西红门桥,,,,,,,
408,409,大兴,京开西辅路兆丰桥,全方位,京开西辅路,魏永路,,,,,,,
409,410,大兴,京良路狼垡路口,全方位,狼垡路口,京良路,,,,,,,
410,411,大兴,京良路芦求路口,全方位,芦求路口,京良路,,,,,,,
411,412,大兴,旧宫物美前旧宫东西大街庑殿路,全方位,庑殿路,东渠路,,,,,,,
412,413,大兴,104国道黄亦路口,全方位,104国道,黄亦路口,,,,,,,
413,414,大兴,丽园路彩虹新城,全方位,丽园路,,,,,,,,
414,415,大兴,丽园路石油学院北门,全方位,丽园路,,,,,,,,
415,416,大兴,芦求路北臧村回迁房西口,全方位,芦求路,,,,,,,,
416,417,大兴,芦求路泰福庄路口,全方位,芦求路,泰福庄路口,,,,,,,
417,418,大兴,芦求路佟前路口,全方位,芦求路,佟前路口,,,,,,,
418,419,大兴,清源路东芦村口,全方位,清源路,,,,,,,,
419,420,大兴,新发地京良路桥,全方位,京良路,,,,,,,,
420,421,大兴,新源大街魏永路路口,全方位,新源大街,魏永路,,,,,,,
421,422,大兴,新源大街义和庄公园东门路,全方位,新源大街,,,,,,,,
422,423,大兴,新源大街义和庄公园东门路,全方位,新源大街,,,,,,,,
423,424,大兴,新源大街与华佗路路口,全方位,新源大街,华佗路,,,,,,,
424,425,大兴,新源大街与黄良路路口,全方位,新源大街,黄良路,,,,,,,
425,426,大兴,新源大街与民和路路口,全方位,新源大街,民和路,,,,,,,
426,427,大兴,新源大街与庆丰路路口,全方位,新源大街,庆丰路,,,,,,,
427,428,大兴,新源大街与思邈路路口,全方位,新源大街,思邈路,,,,,,,
428,429,大兴,新源大街与天河西路路口,全方位,新源大街,天河西路,,,,,,,
429,430,大兴,新源大街与永大路路口,全方位,新源大街,永大路,,,,,,,
430,431,大兴,新源大街与永旺路路口,全方位,新源大街,永旺路,,,,,,,
431,432,大兴,新源大街与永兴路路口,全方位,新源大街,永兴路,,,,,,,
432,433,大兴,兴旺大街北兴路口,全方位,兴旺大街,北兴路口,,,,,,,
433,434,大兴,兴旺大街金星路口,全方位,兴旺大街,金星路口,,,,,,,
434,435,大兴,兴旺大街康庄路口,全方位,兴旺大街,康庄路口,,,,,,,
435,436,大兴,兴旺大街丽园路口,全方位,兴旺大街,丽园路口,,,,,,,
436,437,大兴,兴旺大街清源路口,全方位,兴旺大街,清源路口,,,,,,,
437,438,大兴,兴旺大街三合庄路（富强西路交口）,全方位,兴旺大街,富强西路,,,,,,,
438,439,大兴,兴旺大街圣和巷交口,全方位,兴旺大街,圣和巷交口,,,,,,,
439,440,大兴,兴旺大街香园路口,全方位,兴旺大街,香园路口,,,,,,,
440,441,大兴,兴和街金星西路口,全方位,兴和街,金星西路口,,,,,,,
441,442,大兴,兴和街康庄路口,全方位,兴和街,康庄路口,,,,,,,
442,443,大兴,兴和街乐园路口,全方位,兴和街,乐园路口,,,,,,,
443,444,大兴,兴和街双高路口,全方位,兴和街,双高路口,,,,,,,
444,445,大兴,兴和街香园路口,全方位,兴和街,香园路口,,,,,,,
445,446,大兴,兴和街枣园路口,全方位,兴和街,枣园路口,,,,,,,
446,447,大兴,兴盛街北程庄路口,全方位,兴盛街,北程庄路口,,,,,,,
447,448,大兴,兴盛街金星西路口,全方位,兴盛街,金星西路口,,,,,,,
448,449,大兴,兴盛街康庄路口,全方位,兴盛街,康庄路口,,,,,,,
449,450,大兴,兴盛街乐园路口,全方位,兴盛街,乐园路口,,,,,,,
450,451,大兴,兴盛街丽园路交口,全方位,兴盛街,丽园路交口,,,,,,,
451,452,大兴,兴盛街双高路口,全方位,兴盛街,双高路口,,,,,,,
452,453,大兴,京开东辅路与北兴路,全方位,京开东辅路,北兴路,,,,,,,
453,454,大兴,兴亦路新居里小区路北口,全方位,兴亦路,,,,,,,,
454,455,大兴,富强路富强小区南门口西侧,全方位,富强路,,,,,,,,
455,456,大兴,富强路龙河路口东,全方位,龙河路,富强路,,,,,,,
456,457,大兴,富强路世纪华联南门西侧50米路北侧,全方位,富强西路,,,,,,,,
457,458,大兴,红楼西巷建兴家园北路北门东侧,全方位,红楼西巷,,,,,,,,
458,459,大兴,黄村东大街长途站北西南,全方位,黄村东大街,,,,,,,,
459,460,大兴,黄村东大街帝园前东北,全方位,黄村东大街,,,,,,,,
460,461,大兴,黄村东大街龙河路口东北,全方位,龙河路,黄村东大街,,,,,,,
461,462,大兴,黄村西大街（与兴旺路交口）西侧,全方位,兴旺路,黄村西大街,,,,,,,
462,463,大兴,黄村西大街二小北门西侧马路南,全方位,黄村西大街,,,,,,,,
463,464,大兴,黄村西大街区医院前东北,全方位,黄村西大街,,,,,,,,
464,465,大兴,黄村西大街影剧院南门马路北侧,全方位,黄村西大街,,,,,,,,
465,466,大兴,林校北路物美前北侧,全方位,林校北路,,,,,,,,
466,467,大兴,林校北路与兴政南巷交口,全方位,林校北路,,,,,,,,
467,468,大兴,林校路林校南路交口东北,全方位,林校路,,,,,,,,
468,469,大兴,林校路与黄良路交口西北角,全方位,林校路,黄良路,,,,,,,
469,470,大兴,兴华与枣园路西北,全方位,兴华大街,,,,,,,,
470,471,大兴,市场路东巷内西北,全方位,市场东巷,,,,,,,,
471,472,大兴,市场路小商品门口西南,全方位,市场路,,,,,,,,
472,473,大兴,市场路与市场路东巷交叉口南,全方位,市场路,,,,,,,,
473,474,大兴,市场路与市场西巷交叉口西南,全方位,市场路,,,,,,,,
474,475,大兴,市场西巷内南,全方位,市场西巷,,,,,,,,
475,476,大兴,兴丰大街妇幼前（大兴宾馆对面）,全方位,兴丰大街,,,,,,,,
476,477,大兴,兴丰大街富强路口东北,全方位,兴丰大街,富强路,,,,,,,
477,478,大兴,兴丰大街华堂西东北,全方位,兴丰大街,,,,,,,,
478,479,大兴,兴丰大街乐购前西北,全方位,兴丰大街,,,,,,,,
479,480,大兴,兴丰大街丽园路口东北,全方位,兴丰大街,,,,,,,,
480,481,大兴,兴丰大街林校北路路口西北,全方位,兴丰大街,林校北路,,,,,,,
481,482,大兴,兴丰大街仁和医院门诊楼对面东南,全方位,兴丰大街,,,,,,,,
482,483,大兴,兴丰大街首邑上城东门西南角,全方位,兴丰大街,,,,,,,,
483,484,大兴,兴丰大街四环超市西北角,全方位,兴丰大街,,,,,,,,
484,485,大兴,兴丰大街香园路口西南,全方位,兴丰大街,香园路,,,,,,,
485,486,大兴,兴丰大街兴政街口东北,全方位,兴丰大街,兴政大街,,,,,,,
486,487,大兴,兴丰大街与北兴路口路北侧,全方位,兴丰大街,北兴,,,,,,,
487,488,大兴,兴丰大街与大兴七中门口西南角,全方位,兴丰大街,,,,,,,,
488,489,大兴,兴丰大街与红楼西巷西北,全方位,兴丰大街,红楼西巷,,,,,,,
489,490,大兴,兴丰大街与金星西路口东北,全方位,兴丰大街,金星西路,,,,,,,
490,491,大兴,兴丰大街与三中巷东北角,全方位,兴丰大街,,,,,,,,
491,492,大兴,兴丰大街与邮局门口路况监控东北角,全方位,兴丰大街,,,,,,,,
492,493,大兴,兴丰大街与枣园路口西南角,全方位,兴丰大街,枣园路,,,,,,,
493,494,大兴,兴华大街红楼西巷口东北,全方位,兴华大街,红楼西巷,,,,,,,
494,495,大兴,兴华大街香园路口东北,全方位,兴华大街,,,,,,,,
495,496,大兴,兴华大街与北兴路交叉口东北,全方位,兴华大街,北兴路,,,,,,,
496,497,大兴,兴华大街与富强路交叉口西南,全方位,兴华大街,富强西路,,,,,,,
497,498,大兴,兴华大街与规划五路交叉口东南角,全方位,兴华大街,,,,,,,,
498,499,大兴,兴华大街与金星路交口东北,全方位,兴华大街,金星路,,,,,,,
499,500,大兴,兴华大街与金星路交口南150米,全方位,兴华大街,,,,,,,,
500,501,大兴,兴华大街与康庄路交叉口东北,全方位,兴华大街,康庄路,,,,,,,
501,502,大兴,兴华大街与乐园路交叉口口东北,全方位,兴华大街,乐园路,,,,,,,
502,503,大兴,兴华大街与清源北路交叉口东北,全方位,兴华大街,清源北路,,,,,,,
503,504,大兴,兴华大街与三中西巷交叉口 东南,全方位,兴华大街,三中巷,,,,,,,
504,505,大兴,兴华大街与双高路交叉口东北,全方位,兴华大街,双高路,,,,,,,
505,506,大兴,兴华大街与新源大街交叉口东南角,全方位,兴华大街,新源大街,,,,,,,
506,507,大兴,兴华街林校北路东北,全方位,兴华大街,林校北路,,,,,,,
507,508,大兴,兴华街兴政街路口东北,全方位,兴华大街,兴政街,,,,,,,
508,509,大兴,欣宁街与宏大路交叉口东南,全方位,欣宁路,宏大路,,,,,,,
509,510,大兴,欣宁街与宏福路交叉口东北,全方位,欣宁路,宏福路,,,,,,,
510,511,大兴,欣宁街与宏康路交叉口东北,全方位,欣宁路,宏康路,,,,,,,
511,512,大兴,欣宁街与宏旭路交叉口东北,全方位,欣宁路,宏旭路,,,,,,,
512,513,大兴,欣宁街与京良路交叉口东南,全方位,欣宁路,京良路,,,,,,,
513,514,大兴,欣雅街与欣美街路口东南角,全方位,欣雅街,欣美街,,,,,,,
514,515,大兴,清源路龙河路口东北,全方位,龙河路,清源路,,,,,,,
515,516,大兴,康庄路滨河路东南角,全方位,滨河路,康庄路,,,,,,,
516,517,大兴,康庄路与康庄西巷交口东南,全方位,康庄西巷,康庄路,,,,,,,
517,518,大兴,兴业大街北兴路口东南,全方位,兴业大街,北兴路,,,,,,,
518,519,大兴,兴业大街金星西路西南角,全方位,兴业大街,金星西路,,,,,,,
519,520,大兴,兴业大街永华路口东南角,全方位,兴业大街,永华路,,,,,,,
520,521,大兴,兴业路富强路交口西北角,全方位,兴业大街,富强西路,,,,,,,
521,522,大兴,兴业路黄村西大街口东北,全方位,兴业大街,黄村西大街,,,,,,,
522,523,大兴,兴业路康庄路口东南,全方位,兴业大街,康庄路,,,,,,,
523,524,大兴,兴业路丽园路口西北角,全方位,兴业大街,丽园路,,,,,,,
524,525,大兴,兴业路清源北路西南角,全方位,兴业大街,清源北路,,,,,,,
525,526,大兴,兴业路清源路口西南,全方位,兴业大街,清源路,,,,,,,
526,527,大兴,兴业路三中西巷路口东北角,全方位,兴业大街,三中西巷,,,,,,,
527,528,大兴,兴业路枣园路口东北角,全方位,兴业大街,枣园路,,,,,,,
528,529,大兴,兴华大街与丽园路口东北,全方位,兴华大街,丽园路,,,,,,,
529,530,大兴,兴政街市场路口东南,全方位,市场路,兴政街,,,,,,,
530,531,大兴,兴政街一中路口西南,全方位,兴政街,,,,,,,,
531,532,大兴,兴政街与团结巷交口西北,全方位,兴政街,,,,,,,,
532,533,大兴,兴政街区政府对面西南,全方位,兴政街,,,,,,,,
533,534,大兴,兴华大街与黄村西大街交叉口,全方位,兴华大街,黄村西大街,,,,,,,
534,535,大兴,兴华大街与清源路交叉口,全方位,兴华大街,清源路,,,,,,,
535,536,大兴,兴丰大街清源路口西北,全方位,兴丰大街,清源路,,,,,,,
536,537,大兴,兴丰大街与双高路交叉路口东南角,全方位,兴丰大街,双高路,,,,,,,
537,538,大兴,辅高路与双高路交叉路口东侧,全方位,辅高路,双高路,,,,,,,
538,539,大兴,滨河路与金星西路交叉路口东北角,全方位,滨河路,金星西路,,,,,,,
539,540,大兴,康庄路红木林小区路口东南角,全方位,康 庄 路,,,,,,,,
540,541,大兴,芦花路长丰园社区路口东侧,全方位,芦花路,,,,,,,,
541,542,大兴,观音寺街与双河巷交叉路口东侧,全方位,观音寺街,双河巷,,,,,,,
542,543,大兴,观音寺街与南湖巷交叉路口东北角,全方位,观音寺街,南湖巷,,,,,,,
543,544,大兴,观音寺街与双观巷交叉路口西北角,全方位,观音寺街,双观巷,,,,,,,
544,545,大兴,兴业大街与香园路交叉路口西北角,全方位,兴业大街,香园路,,,,,,,
545,546,大兴,兴业大街与双高路交叉路口西北角,全方位,兴业大街,双高路,,,,,,,
546,547,大兴,兴业大街与乐园路交叉路口西南角,全方位,兴业大街,乐园路,,,,,,,
547,548,大兴,兴丰大街与乐园路交叉路口西北角,全方位,兴丰大街,乐园路,,,,,,,
548,549,大兴,兴旺路黄村火车站出站口西北角,全方位,兴旺路,,,,,,,,
549,550,大兴,兴旺路艺苑桐城行政服务中心门口东侧,全方位,兴旺路,,,,,,,,
550,551,大兴,西红门地铁站口兴华大街路东,全方向,欣宁街,宏福路,,,,,,,
551,552,大兴,西红门地铁站口兴华大街路西,全方向,宏福路,,,,,,,,
552,553,大兴,高米店地铁站西南口兴华大街路西,全方向,兴华大街,香园路,,,,,,,
553,554,大兴,兴华大街金星西路东北角公交站北侧,全方向,兴华大街,金星西路,,,,,,,
554,555,大兴,兴华大街大兴区人民检察院东南角,全方向,兴华大街,金星西路,,,,,,,
555,556,大兴,兴华大街兴政西里小区门口,全方向,兴华大街,黄村西大街,,,,,,,
556,557,大兴,黄村火车站地铁站西北口兴华大街路西,全方向,兴华大街,林校北路,,,,,,,
557,558,大兴,义和庄地铁站东南口新源大街路东,全方向,新源大街,兴华大街,,,,,,,
558,559,大兴,生物医药基地地铁站口新源大街路西,全方向,新源大街,永兴路,,,,,,,
559,560,大兴,天宫院地铁站西南口新源大街路西,全方向,新源大街,魏永路,,,,,,,
560,561,昌平,立水桥北路与中滩村北一街路口南向北,南向北,立水桥北路,中滩村北一街,,,,,,,
561,562,昌平,立水桥北路与中滩村北一街路口北向南,北向南,立水桥北路,中滩村北一街,,,,,,,
562,563,昌平,太平庄中街与立水桥东一路路口西向东,西向东,立水桥东一路,太平庄中街,,,,,,,
563,564,昌平,太平庄中街与立水桥东一路路口北向南,北向南,立水桥东一路,太平庄中街,,,,,,,
564,565,昌平,太平庄中二街与立水桥东一路路口东向西,东向西,立水桥东一路,太平庄中二街,,,,,,,
565,566,昌平,太平庄中二街与立水桥东一路路口西向东,西向东,立水桥东一路,太平庄中二街,,,,,,,
566,567,昌平,太平庄中二街与立水桥东一路路口南向北,南向北,立水桥东一路,太平庄中二街,,,,,,,
567,568,昌平,太平庄中二街与立水桥东一路路口北向南,北向南,立水桥东一路,太平庄中二街,,,,,,,
568,569,昌平,太平庄中二街与太平庄东路路口东向西,东向西,太平庄东路,太平庄东一路,,,,,,,
569,570,昌平,太平庄中二街与太平庄东路路口西向东,西向东,太平庄东路,太平庄中二街,,,,,,,
570,571,昌平,太平庄中二街与太平庄东路路口南向北,南向北,太平庄东路,太平庄东一路,,,,,,,
571,572,昌平,太平庄中二街与太平庄东路路口北向南,北向南,太平庄东路,太平庄中二街,,,,,,,
572,573,昌平,太平庄北街与立水桥东一路路口东向西,东向西,立水桥东一路,太平庄北街,,,,,,,
573,574,昌平,太平庄北街与立水桥东一路路口西向东,西向东,立水桥东一路,太平庄北街,,,,,,,
574,575,昌平,太平庄北街与立水桥东一路路口南向北,南向北,立水桥东一路,太平庄北街,,,,,,,
575,576,昌平,昌崔路与内环东路路口东向西,东向西,内环东路,昌崔路,,,,,,,
576,577,昌平,昌崔路与内环东路路口西向东,西向东,内环东路,昌崔路,,,,,,,
577,578,昌平,昌崔路与内环东路路口南向北,南向北,内环东路,昌崔路,,,,,,,
578,579,昌平,昌崔路与内环东路路口北向南,北向南,内环东路,昌崔路,,,,,,,
579,580,昌平,昌崔路与何营路路口东向西,东向西,何营路,昌崔路,,,,,,,
580,581,昌平,昌崔路与何营路路口西向东,西向东,何营路,昌崔路,,,,,,,
581,582,昌平,南环北路与内环东路路口东向西,东向西,内环东路,南环北路,,,,,,,
582,583,昌平,南环北路与内环东路路口西向东,西向东,内环东路,南环北路,,,,,,,
583,584,昌平,南环北路与内环东路路口南向北,南向北,内环东路,南环北路,,,,,,,
584,585,昌平,南环北路与内环东路路口北向南,北向南,内环东路,南环北路,,,,,,,
585,586,昌平,南环北路与内环西路路口南向北,南向北,内环西路,南环北路,,,,,,,
586,587,昌平,南环北路与内环西路路口北向南,北向南,内环西路,南环北路,,,,,,,
587,588,昌平,同城街育知西路口东向西,东向西,育知西路,同城街,,,,,,,
588,589,昌平,同城街育知西路口西向东,西向东,育知西路,同城街,,,,,,,
589,590,昌平,同城街育知西路口北向南,北向南,育知西路,同城街,,,,,,,
590,591,昌平,同城街文华西路口东向西,东向西,文华西路,同城街,,,,,,,
591,592,昌平,同城街文华西路口西向东,西向东,文华西路,同城街,,,,,,,
592,593,昌平,同城街文华西路口北向南,北向南,文华西路,同城街,,,,,,,
593,594,昌平,新龙城路口西向东,西向东,育知东路,南店北路,,,,,,,
594,595,昌平,新龙城路口北向南,北向南,育知东路,黄土东村路,,,,,,,
595,596,昌平,育知路地铁站东向西,东向西,育知路,回南北路,,,,,,,
596,597,昌平,育知路地铁站西向东,西向东,育知路,回南北路,,,,,,,
597,598,昌平,风雅园北路东口南向北,南向北,育知路,风雅园北街,,,,,,,
598,599,昌平,风雅园北路东口北向南,北向南,育知路,风雅园北街,,,,,,,
599,600,昌平,风雅园一区口东向西,东向西,育知西路,龙禧二街,,,,,,,
600,601,昌平,风雅园一区口南向北,南向北,育知西路,龙禧二街,,,,,,,
601,602,昌平,风雅园一区口北向南,北向南,育知西路,龙禧二街,,,,,,,
602,603,昌平,风雅园二区口东向西,东向西,育知西路,龙禧三街,,,,,,,
603,604,昌平,风雅园二区口西向东,西向东,育知西路,龙禧三街,,,,,,,
604,605,昌平,风雅园二区口南向北,南向北,育知西路,龙禧三街,,,,,,,
605,606,昌平,风雅园二区口北向南,北向南,育知西路,龙禧三街,,,,,,,
606,607,昌平,北郊农场桥东路北人行道东向西,东向西,桥梁路段,回龙观西大街,,,,,,,
607,608,昌平,风雅园三区路口西向东,西向东,育知西路,回龙观西大街,,,,,,,
608,609,昌平,风雅园三区路口南向北,南向北,育知西路,回龙观西大街,,,,,,,
609,610,昌平,风雅园三区路口北向南,北向南,育知西路,回龙观西大街,,,,,,,
610,611,昌平,回南路口西向东,西向东,立汤路,回南路,,,,,,,
611,612,昌平,龙禧苑三区口西向东,西向东,育知东路,龙禧二街,,,,,,,
612,613,昌平,龙禧苑三区口北向南,北向南,育知东路,龙禧二街,,,,,,,
613,614,昌平,龙禧苑三区口南向北,南向北,育知东路,龙禧二街,,,,,,,
614,615,昌平,龙禧苑五区口东向西,东向西,育知东路,龙禧三街,,,,,,,
615,616,昌平,龙禧苑五区口西向东,西向东,育知东路,龙禧三街,,,,,,,
616,617,昌平,龙禧苑五区口南向北,南向北,育知东路,龙禧三街,,,,,,,
617,618,昌平,龙禧苑五区口北向南,北向南,育知东路,龙禧三街,,,,,,,
618,619,昌平,龙腾苑二区口（育知东路）北向南,北向南,育知东路,回龙观东大街,,,,,,,
619,620,昌平,龙腾苑五区口东向西,东向西,育知东路,龙腾街,,,,,,,
620,621,昌平,龙腾苑五区口西向东,西向东,育知东路,龙腾街,,,,,,,
621,622,昌平,龙腾苑五区口南向北,南向北,育知东路,龙腾街,,,,,,,
622,623,昌平,龙腾苑五区口北向南,北向南,育知东路,龙腾街,,,,,,,
623,624,昌平,龙腾苑六区东门南向北,南向北,育知东路,龙腾苑六区东门,,,,,,,
624,625,昌平,龙腾苑一区口南向北,南向北,文华西路,回龙观东大街,,,,,,,
625,626,昌平,龙腾苑二区口（文华路）南向北,南向北,文华路,回龙观东大街,,,,,,,
626,627,昌平,龙腾苑二区口（文华路）北向南,北向南,文华路,回龙观东大街,,,,,,,
627,628,昌平,龙跃苑一区口西向东,西向东,文化东路,回龙观东大街,,,,,,,
628,629,昌平,龙跃苑一区口南向北,南向北,文化东路,回龙观东大街,,,,,,,
629,630,昌平,龙锦苑三区口东向西,东向西,文化东路,龙锦二街,,,,,,,
630,631,昌平,龙锦苑三区口西向东,西向东,文化东路,龙锦二街,,,,,,,
631,632,昌平,龙锦苑三区口南向北,南向北,文化东路,龙锦二街,,,,,,,
632,633,昌平,龙锦苑三区口北向南,北向南,文化东路,龙锦二街,,,,,,,
633,634,昌平,龙锦苑四区口东向西,东向西,文华路,龙锦二街,,,,,,,
634,635,昌平,龙锦苑四区口西向东,西向东,文华路,龙锦二街,,,,,,,
635,636,昌平,龙锦苑四区口南向北,南向北,文华路,龙锦二街,,,,,,,
636,637,昌平,龙锦苑四区口北向南,北向南,文华路,龙锦二街,,,,,,,
637,638,昌平,龙禧苑二区口东向西,东向西,文华西路,龙禧二街,,,,,,,
638,639,昌平,龙禧苑二区口西向东,西向东,文华西路,龙锦二街,,,,,,,
639,640,昌平,龙禧苑二区口南向北,南向北,文华西路,龙禧二街,,,,,,,
640,641,昌平,龙禧苑二区口北向南,北向南,文华西路,龙禧二街,,,,,,,
641,642,昌平,龙禧三街文华路口东向西,东向西,文华路,龙禧三街,,,,,,,
642,643,昌平,龙禧三街文华路口西向东,西向东,文华路,龙禧三街,,,,,,,
643,644,昌平,龙禧三街文华路口南向北,南向北,文华路,龙禧三街,,,,,,,
644,645,昌平,回南路科星西路口西向东,西向东,科星西路,龙锦二街,,,,,,,
645,646,昌平,回南路科星西路口东向西,东向西,科星西路,龙锦二街,,,,,,,
